file	mouse	day	tissue	VSG	Percent	RPKM	hit_VSG	pct_id_vs_query	pct_id_vs_match	match_VSG_length	assembled_VSG_length
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN145_c0_g1_i1_1_263_1541_RC_m1_D14_gon_S7_L001_R1_001	0.00840951769854	94.1313531433	gnl|BL_ORD_ID|4967 Tbb1125VSG-4237 : N-terminus partial : 1278nt : contig PacBio-252	99.9217527387	99.9217527387	1278	1278
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN179_c0_g1_i10_1_1_557_RC_m1_D14_gon_S7_L001_R1_001	0.00130650451337	14.6242676619	gnl|BL_ORD_ID|5990 Tbb1125VSG-5618 : Internal partial : 822nt : contig PacBio-2247	96.4028776978	65.2068126521	822	556
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN86_c0_g1_i2_1_1_1364_RC_m1_D14_gon_S7_L001_R1_001	0.00428555400078	47.9700514968	gnl|BL_ORD_ID|2844 Tbb1125VSG-287 : Complete : 1482nt : contig PacBio-242	97.5788701394	89.7435897436	1482	1363
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN114_c0_g1_i36_1_1361_2885_m1_D14_gon_S7_L001_R1_001	0.0691775130357	774.333694579	gnl|BL_ORD_ID|801 Tb427VSG-1261 : GB Accession KC611608 : 1362nt : Internal partial : contig1503.	69.094488189	77.3127753304	1362	1524
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN17_c1_g1_i7_1_0_1392_RC_m1_D14_gon_S7_L001_R1_001	0.0665405072207	744.81655287	gnl|BL_ORD_ID|3108 Tbb1125VSG-1021 : N-terminus partial : 1527nt : contig PacBio-2363	99.7844827586	90.9626719057	1527	1392
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN71_c0_g1_i4_1_0_1402_RC_m1_D14_gon_S7_L001_R1_001	0.0121135652508	135.592352538	gnl|BL_ORD_ID|3088 Tbb1125VSG-1001 : N-terminus partial : 1479nt : contig Illumina-1888	92.0114122682	87.2210953347	1479	1402
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN82_c0_g1_i3_1_919_2255_m1_D14_gon_S7_L001_R1_001	0.00952089567884	106.57148549	gnl|BL_ORD_ID|2883 Tbb1125VSG-320 : Complete : 1470nt : contig PacBio-2361	98.2784431138	89.3197278912	1470	1336
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN14_c0_g1_i4_1_2064_3525_m1_D14_gon_S7_L001_R1_001	0.356384538031	3989.16561053	gnl|BL_ORD_ID|1489 Tb427VSG-2011 : GB Accession KC611321 : 1449nt : C-terminus partial : contig6119.	88.9117043121	89.6480331263	1449	1461
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN336_c0_g1_i1_1_59_1376_m1_D14_gon_S7_L001_R1_001	0.00515000703337	57.6462465657	gnl|BL_ORD_ID|2977 Tbb1125VSG-430 : Complete : 1383nt : contig PacBio-2363	100.0	95.2277657267	1383	1317
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN68_c0_g2_i18_1_2_392_RC_m1_D14_gon_S7_L001_R1_001	0.00376489067196	42.1420426346	gnl|BL_ORD_ID|3420 Tbb1125VSG-1314 : N-terminus partial : 1254nt : contig PacBio-2560	85.3846153846	26.5550239234	1254	390
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN47_c0_g1_i21_1_0_1003_RC_m1_D14_gon_S7_L001_R1_001	0.0195050500346	218.328424852	gnl|BL_ORD_ID|4977 Tbb1125VSG-4247 : Complete but extended : 1470nt : contig PacBio-237	80.0598205384	54.6258503401	1470	1003
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN36_c0_g1_i4_1_77_1442_m1_D14_gon_S7_L001_R1_001	0.139865588224	1565.57576185	gnl|BL_ORD_ID|3934 Tbb1125VSG-2031 : Internal partial : 1395nt : contig PacBio-2395	91.6483516484	89.6774193548	1395	1365
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN89_c0_g1_i23_1_137_1502_m1_D14_gon_S7_L001_R1_001	0.00697822336979	78.1102593372	gnl|BL_ORD_ID|2947 Tbb1125VSG-389 : Complete : 1428nt : contig PacBio-2391	78.4615384615	75.0	1428	1365
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN306_c0_g1_i1_1_2_1305_RC_m1_D14_gon_S7_L001_R1_001	0.00596890024597	66.8124709492	gnl|BL_ORD_ID|2257 Tb427VSG-3478 : GB Accession KC612080 : 921nt : Internal partial : contig5082.	62.2409823484	88.0564603692	921	1303
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN33_c0_g1_i14_1_143_1395_m1_D14_gon_S7_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|3771 Tbb1125VSG-1644 : Complete but atypical GPI site : 1626nt : contig PacBio-2283	89.8562300319	69.1881918819	1626	1252
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN126_c0_g1_i70_1_163_1300_m1_D14_gon_S7_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|5008 Tbb1125VSG-4276 : Complete : 1401nt : contig PacBio-2363	96.7458223395	78.5153461813	1401	1137
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN1_c0_g4_i1_1_87_1626_m1_D14_gon_S7_L001_R1_001	3.88112511708	43443.104835	gnl|BL_ORD_ID|147 Tb427VSG-425 : GB Accession KC613563 : 1536nt : Complete : contig240.	95.0617283951	95.2473958333	1536	1539
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN114_c0_g1_i65_1_12_1530_RC_m1_D14_gon_S7_L001_R1_001	0.0442247690417	495.0268852	gnl|BL_ORD_ID|801 Tb427VSG-1261 : GB Accession KC611608 : 1362nt : Internal partial : contig1503.	72.2661396574	80.543318649	1362	1518
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN199_c0_g1_i4_1_0_1401_RC_m1_D14_gon_S7_L001_R1_001	0.00891439598375	99.7826732145	gnl|BL_ORD_ID|3862 Tbb1125VSG-1735 : Complete : 1458nt : contig PacBio-2222	88.9364739472	85.4595336077	1458	1401
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN315_c1_g3_i1_1_55_1506_m1_D14_gon_S7_L001_R1_001	0.0786489545271	880.351618051	gnl|BL_ORD_ID|4140 Tbb1125VSG-2609 : Internal partial : 1248nt : contig Illumina-5337	36.0441075121	41.9070512821	1248	1451
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN27_c0_g1_i3_1_53_1396_m1_D14_gon_S7_L001_R1_001	0.0845346786454	946.233062784	gnl|BL_ORD_ID|4058 Tbb1125VSG-2533 : Internal partial : 1392nt : contig PacBio-2247	92.7773641102	89.5114942529	1392	1343
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN41_c1_g1_i2_1_61_1290_m1_D14_gon_S7_L001_R1_001	0.0219487111949	245.681376578	gnl|BL_ORD_ID|1120 Tb427VSG-1597 : GB Accession KC613087 : 1062nt : N-terminus partial : contig9040.	86.0862489829	99.6233521657	1062	1229
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN308_c0_g1_i2_2_1_1340_RC_m1_D14_gon_S7_L001_R1_001	0.00478108313409	53.5167224846	gnl|BL_ORD_ID|54 Tb427VSG-331 : GB Accession KC613478 : 1602nt : Complete : contig2488.	99.4772218073	83.1460674157	1602	1339
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN31_c0_g1_i23_1_48_1427_m1_D14_gon_S7_L001_R1_001	0.0399262447882	446.91165208	gnl|BL_ORD_ID|3128 Tbb1125VSG-1040 : N-terminus partial : 1503nt : contig PacBio-2390	99.4198694706	91.2175648703	1503	1379
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN24_c0_g1_i14_1_37_1495_m1_D14_gon_S7_L001_R1_001	0.002748622286	30.7665129363	gnl|BL_ORD_ID|2592 Tbb1125VSG-17 : Complete : 1458nt : MC : contig Illumina-796	94.7873799726	94.7873799726	1458	1458
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN99_c0_g1_i10_1_2_1384_RC_m1_D14_gon_S7_L001_R1_001	0.00401139381852	44.9012585102	gnl|BL_ORD_ID|68 Tb427VSG-346 : GB Accession KC613492 : 1584nt : Complete but extended : contig2122.	87.9160636758	76.7045454545	1584	1382
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN84_c0_g1_i4_1_55_1443_m1_D14_gon_S7_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|37 Tb427VSG-314 : GB Accession KC613463 : 1635nt : Complete but extended : contig4956.	90.2017291066	76.5749235474	1635	1388
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN49_c1_g2_i1_1_138_1485_m1_D14_gon_S7_L001_R1_001	0.0254831331625	285.243683753	gnl|BL_ORD_ID|4314 Tbb1125VSG-2781 : Internal partial : 1005nt : contig PacBio-203	68.7453600594	92.1393034826	1005	1347
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN77_c0_g1_i36_1_85_1200_m1_D14_gon_S7_L001_R1_001	0.000852331588147	9.54051452118	gnl|BL_ORD_ID|337 Tb427VSG-616 : GB Accession KC612432 : 1443nt : Complete almost : contig2884.	93.4529147982	72.2106722107	1443	1115
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN298_c0_g1_i2_1_33_1377_RC_m1_D14_gon_S7_L001_R1_001	0.0040270115046	45.0760739962	gnl|BL_ORD_ID|799 Tb427VSG-1259 : GB Accession KC612763 : 1344nt : N-terminus partial : contig3788.	100.0	100.0	1344	1344
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN39_c0_g2_i2_1_1_1465_RC_m1_D14_gon_S7_L001_R1_001	0.0112635387766	126.07764015	gnl|BL_ORD_ID|2848 Tbb1125VSG-291 : Complete : 1482nt : contig PacBio-2368	6.76229508197	6.68016194332	1482	1464
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN26_c0_g1_i5_1_0_1250_RC_m1_D14_gon_S7_L001_R1_001	0.0286946889526	321.192010762	gnl|BL_ORD_ID|1066 Tb427VSG-1535 : GB Accession KC613030 : 1119nt : N-terminus partial : contig3559.	76.72	85.7015192136	1119	1250
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN323_c0_g1_i1_1_74_1025_m1_D14_gon_S7_L001_R1_001	0.00231656275641	25.930284556	gnl|BL_ORD_ID|1569 Tb427VSG-2094 : GB Accession KC611399 : 1149nt : C-terminus partial : contig2672.	99.7896950578	82.5935596171	1149	951
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN138_c0_g2_i1_1_36_1487_m1_D14_gon_S7_L001_R1_001	0.00624814517906	69.9381797416	gnl|BL_ORD_ID|3335 Tbb1125VSG-1231 : N-terminus partial : 1353nt : contig PacBio-2390	86.6299104066	92.9046563193	1353	1451
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN16_c0_g1_i2_1_122_1535_m1_D14_gon_S7_L001_R1_001	0.489446382813	5478.58414202	gnl|BL_ORD_ID|3024 Tbb1125VSG-477 : Complete : 1500nt : contig PacBio-45	87.1903750885	82.1333333333	1500	1413
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN293_c0_g1_i1_1_1_1212_RC_m1_D14_gon_S7_L001_R1_001	0.00738441752165	82.6569654059	gnl|BL_ORD_ID|5977 Tbb1125VSG-5603 : Internal partial : 831nt : contig PacBio-158	6.93641618497	10.1083032491	831	1211
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN65_c0_g1_i8_1_61_1516_m1_D14_gon_S7_L001_R1_001	0.030503850116	341.442730777	gnl|BL_ORD_ID|2996 Tbb1125VSG-446 : Complete : 1611nt : contig PacBio-2411	90.9965635739	82.1849782744	1611	1455
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN150_c0_g1_i31_1_114_1436_m1_D14_gon_S7_L001_R1_001	0.00289970364981	32.4576317044	gnl|BL_ORD_ID|496 Tb427VSG-776 : GB Accession KC612511 : 1347nt : Complete almost : contig5138.	93.4190620272	91.7533432392	1346	1322
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN124_c0_g1_i25_1_106_1201_m1_D14_gon_S7_L001_R1_001	0.000175418273373	1.96353227742	gnl|BL_ORD_ID|1996 Tb427VSG-3205 : GB Accession KC611817 : 1137nt : Internal partial : contig5298.	62.6484018265	60.3342128408	1137	1095
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN181_c0_g1_i12_1_0_961_RC_m1_D14_gon_S7_L001_R1_001	0.00198343626498	22.2014562771	gnl|BL_ORD_ID|2194 Tb427VSG-3414 : GB Accession KC612016 : 963nt : Internal partial : contig5774.	90.2185223725	90.031152648	963	961
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN179_c0_g1_i6_1_0_994_RC_m1_D14_gon_S7_L001_R1_001	0.00221308978861	24.772067067	gnl|BL_ORD_ID|282 Tb427VSG-561 : GB Accession KC613688 : 1467nt : Complete : contig4824.	96.277665996	65.2351738241	1467	994
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN148_c0_g1_i1_1_66_1583_m1_D14_gon_S7_L001_R1_001	0.0345856757155	387.132362542	gnl|BL_ORD_ID|2638 Tbb1125VSG-70 : Complete : 1695nt : MC : contig Illumina-329	100.0	89.4985250737	1695	1517
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN286_c0_g1_i4_1_105_1592_m1_D14_gon_S7_L001_R1_001	0.0270065993107	302.296496427	gnl|BL_ORD_ID|2393 Tb427VSG-3622 : GB Accession KC612216 : 1116nt : Internal partial : contig2636.	61.1297915266	81.4516129032	1116	1487
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN156_c0_g1_i3_1_2_1416_RC_m1_D14_gon_S7_L001_R1_001	0.012041674603	134.787649557	gnl|BL_ORD_ID|4052 Tbb1125VSG-2526 : Internal partial : 1416nt : contig PacBio-148	94.2008486563	94.0677966102	1416	1414
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN84_c0_g1_i15_1_55_1185_m1_D14_gon_S7_L001_R1_001	0.00254727104916	28.5127018309	gnl|BL_ORD_ID|37 Tb427VSG-314 : GB Accession KC613463 : 1635nt : Complete but extended : contig4956.	91.6814159292	63.3639143731	1635	1130
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN296_c0_g2_i1_1_69_1499_m1_D14_gon_S7_L001_R1_001	0.00270555950999	30.2844927396	gnl|BL_ORD_ID|2751 Tbb1125VSG-191 : Complete : 1539nt : contig PacBio-2390	100.0	92.9174788824	1539	1430
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN78_c0_g1_i10_1_95_1534_m1_D14_gon_S7_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|4905 Tbb1125VSG-4178 : N-terminus partial : 1509nt : contig PacBio-2390	89.9930507297	85.8184227966	1509	1439
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN118_c0_g1_i24_1_2_1562_RC_m1_D14_gon_S7_L001_R1_001	0.00811857949038	90.8747564874	gnl|BL_ORD_ID|2654 Tbb1125VSG-102 : Complete : 1752nt : contig PacBio-2391	83.7820512821	74.600456621	1752	1560
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN15_c2_g1_i4_1_2_1314_RC_m1_D14_gon_S7_L001_R1_001	0.037053286863	414.753396789	gnl|BL_ORD_ID|2023 Tb427VSG-3235 : GB Accession KC611844 : 1110nt : Internal partial : contig7892.	72.7896341463	86.036036036	1110	1312
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN131_c0_g1_i51_1_1_1321_RC_m1_D14_gon_S7_L001_R1_001	0.00174236348374	19.5030248192	gnl|BL_ORD_ID|4854 Tbb1125VSG-4127 : Complete : 1536nt : contig PacBio-150	87.196969697	74.9348958333	1536	1320
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN27_c0_g1_i5_1_72_1415_m1_D14_gon_S7_L001_R1_001	0.088128258102	986.45754521	gnl|BL_ORD_ID|4058 Tbb1125VSG-2533 : Internal partial : 1392nt : contig PacBio-2247	87.9374534624	84.841954023	1392	1343
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN93_c0_g1_i1_1_0_1531_RC_m1_D14_gon_S7_L001_R1_001	0.0657812476081	736.317833053	gnl|BL_ORD_ID|178 Tb427VSG-457 : GB Accession KC613592 : 1521nt : Complete : contig4672.	77.2697583279	77.7777777778	1521	1531
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN94_c0_g1_i55_1_0_1396_RC_m1_D14_gon_S7_L001_R1_001	0.00229916862237	25.7355845229	gnl|BL_ORD_ID|260 Tb427VSG-539 : GB Accession KC613666 : 1473nt : Complete but extended : contig3043.	84.4555873926	80.0407331976	1473	1396
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN46_c0_g1_i9_1_65_1347_m1_D14_gon_S7_L001_R1_001	0.0578156666281	647.155654781	gnl|BL_ORD_ID|284 Tb427VSG-563 : GB Accession KC613690 : 1467nt : Complete : contig8280.	98.4399375975	86.0259032038	1467	1282
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN3_c0_g8_i1_1_16_1579_m1_D14_gon_S7_L001_R1_001	0.0354330655037	396.617561368	gnl|BL_ORD_ID|1802 Tb427VSG-3004 : GB Accession KC611622 : 1521nt : Internal partial : contig3255.	85.9884836852	88.3629191321	1521	1563
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN3_c0_g6_i1_1_119_1685_RC_m1_D14_gon_S7_L001_R1_001	0.522202294899	5845.23517227	gnl|BL_ORD_ID|129 Tb427VSG-407 : GB Accession KC613546 : 1548nt : Complete : contig6295.	93.7420178799	94.8320413437	1548	1566
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN296_c0_g1_i1_1_58_1560_m1_D14_gon_S7_L001_R1_001	0.0041225464874	46.1454382006	gnl|BL_ORD_ID|3072 Tbb1125VSG-526 : Complete but extended : 1611nt : contig PacBio-2390	98.8681757656	92.1787709497	1611	1502
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN24_c0_g1_i12_1_37_1495_m1_D14_gon_S7_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|2592 Tbb1125VSG-17 : Complete : 1458nt : MC : contig Illumina-796	96.9135802469	96.9135802469	1458	1458
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN126_c0_g1_i40_1_163_1544_m1_D14_gon_S7_L001_R1_001	0.000632972991399	7.08513928139	gnl|BL_ORD_ID|5008 Tbb1125VSG-4276 : Complete : 1401nt : contig PacBio-2363	96.3070238957	94.9321912919	1401	1381
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN33_c0_g1_i22_1_143_1579_m1_D14_gon_S7_L001_R1_001	0.0461684792927	516.783671095	gnl|BL_ORD_ID|4025 Tbb1125VSG-2501 : Internal partial : 1566nt : contig PacBio-2390	96.7270194986	88.6973180077	1566	1436
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN126_c0_g1_i43_1_163_1300_m1_D14_gon_S7_L001_R1_001	0.000282844844462	3.16600415068	gnl|BL_ORD_ID|5008 Tbb1125VSG-4276 : Complete : 1401nt : contig PacBio-2363	95.2506596306	77.3019271949	1401	1137
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN12_c0_g1_i5_1_22_1492_RC_m1_D14_gon_S7_L001_R1_001	1.04769185837	11727.2661573	gnl|BL_ORD_ID|465 Tb427VSG-745 : GB Accession KC613802 : 1473nt : Complete : contig429.	98.9795918367	98.7780040733	1473	1470
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN89_c0_g1_i1_1_137_1502_m1_D14_gon_S7_L001_R1_001	0.00489172321497	54.7551645569	gnl|BL_ORD_ID|2947 Tbb1125VSG-389 : Complete : 1428nt : contig PacBio-2391	78.9010989011	75.4201680672	1428	1365
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN149_c0_g1_i11_1_377_1784_m1_D14_gon_S7_L001_R1_001	0.0133827095146	149.798430836	gnl|BL_ORD_ID|419 Tb427VSG-699 : GB Accession KC612450 : 1545nt : Complete almost : contig4274.	97.7256574271	88.996763754	1545	1407
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN1_c1_g2_i2_1_68_1667_m1_D14_gon_S7_L001_R1_001	1.05916529257	11855.6932474	gnl|BL_ORD_ID|502 Tb427VSG-782 : GB Accession KC613805 : 1686nt : Complete but extended : contig6368.	96.5603502189	91.5776986951	1686	1599
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN178_c0_g1_i7_1_0_1482_RC_m1_D14_gon_S7_L001_R1_001	0.00876941841175	98.1598768169	gnl|BL_ORD_ID|3804 Tbb1125VSG-1677 : Complete : 1512nt : contig PacBio-102	98.6504723347	96.6931216931	1512	1482
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN63_c0_g1_i28_1_2_1315_RC_m1_D14_gon_S7_L001_R1_001	0.00318249600304	35.6230482981	gnl|BL_ORD_ID|4846 Tbb1125VSG-4119 : Complete but atypical GPI site : 1542nt : contig PacBio-2580	94.9733434882	80.869001297	1542	1313
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN286_c0_g1_i3_1_105_1567_m1_D14_gon_S7_L001_R1_001	0.0336091333774	376.201503606	gnl|BL_ORD_ID|2393 Tb427VSG-3622 : GB Accession KC612216 : 1116nt : Internal partial : contig2636.	54.2407660739	71.0573476703	1116	1462
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN1_c0_g5_i3_1_92_1559_RC_m1_D14_gon_S7_L001_R1_001	0.678158897177	7590.924584	gnl|BL_ORD_ID|4933 Tbb1125VSG-4203 : Complete : 1500nt : contig PacBio-242	88.1390593047	86.2	1500	1467
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN5_c0_g1_i1_1_51_1587_RC_m1_D14_gon_S7_L001_R1_001	0.245714681983	2750.39025202	gnl|BL_ORD_ID|279 Tb427VSG-558 : GB Accession KC613685 : 1467nt : Complete : contig909.	6.57552083333	6.88479890934	1467	1536
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN56_c0_g1_i9_1_0_1385_RC_m1_D14_gon_S7_L001_R1_001	0.000561862134338	6.28916483455	gnl|BL_ORD_ID|5186 Tbb1125VSG-4750 : Complete : 1392nt : contig PacBio-288	91.8411552347	91.3793103448	1392	1385
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN1_c0_g3_i7_1_57_1632_RC_m1_D14_gon_S7_L001_R1_001	4.2873601721	47990.2687502	gnl|BL_ORD_ID|33 Tb427VSG-310 : GB Accession KC613459 : 1653nt : Complete : contig3334.	99.9365079365	95.2208106473	1653	1575
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN51_c0_g1_i7_1_101_1568_m1_D14_gon_S7_L001_R1_001	0.0255794381949	286.321667454	gnl|BL_ORD_ID|4250 Tbb1125VSG-2720 : Internal partial : 1092nt : contig PacBio-2190	64.6216768916	86.8131868132	1092	1467
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN330_c0_g1_i15_1_0_945_RC_m1_D14_gon_S7_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|105 Tb427VSG-383 : GB Accession KC613528 : 1560nt : Complete : contig1433.	94.708994709	57.3717948718	1560	945
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN80_c0_g1_i33_1_0_1438_RC_m1_D14_gon_S7_L001_R1_001	0.0138107174987	154.589308523	gnl|BL_ORD_ID|100 Tb427VSG-378 : GB Accession KC613523 : 1563nt : Complete : contig4956.	99.5132127955	91.5547024952	1563	1438
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN3_c0_g1_i17_2_1904_3452_m1_D14_gon_S7_L001_R1_001	0.689121168631	7713.63000927	gnl|BL_ORD_ID|3073 Tbb1125VSG-528 : Complete but extended : 1566nt : contig PacBio-2363	89.5994832041	88.5696040868	1566	1548
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN74_c0_g1_i1_1_190_1563_m1_D14_gon_S7_L001_R1_001	0.0597960622869	669.323076243	gnl|BL_ORD_ID|4045 Tbb1125VSG-2519 : Internal partial : 1446nt : contig PacBio-2361	99.7086671522	94.6749654219	1446	1373
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN31_c0_g1_i17_1_48_1427_m1_D14_gon_S7_L001_R1_001	0.0568912425737	636.808178238	gnl|BL_ORD_ID|3128 Tbb1125VSG-1040 : N-terminus partial : 1503nt : contig PacBio-2390	97.897026831	89.8203592814	1503	1379
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN109_c0_g1_i8_1_45_1589_m1_D14_gon_S7_L001_R1_001	0.0307403898222	344.090421572	gnl|BL_ORD_ID|425 Tb427VSG-705 : GB Accession KC612453 : 1536nt : Complete almost : contig429.	97.1502590674	97.65625	1536	1544
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN49_c1_g1_i4_1_40_1495_m1_D14_gon_S7_L001_R1_001	0.0381948682496	427.531608868	gnl|BL_ORD_ID|4729 Tbb1125VSG-3200 : Complete : 1461nt : contig PacBio-2368	35.7388316151	35.5920602327	1461	1455
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN253_c0_g1_i1_1_56_1414_m1_D14_gon_S7_L001_R1_001	0.0127443556754	142.653061409	gnl|BL_ORD_ID|4869 Tbb1125VSG-4142 : Complete : 1527nt : contig PacBio-117	46.3917525773	41.257367387	1527	1358
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN22_c0_g1_i1_1_1627_3337_m1_D14_gon_S7_L001_R1_001	0.58334718618	6529.65627232	gnl|BL_ORD_ID|395 Tb427VSG-675 : GB Accession KC612436 : 1707nt : Complete almost : contig7762.	91.7543859649	91.9156414763	1707	1710
m1_D14_gon_S7_L001_R1_001.fastq	m1	D14	gon	TRINITY_DN84_c0_g1_i14_1_55_950_m1_D14_gon_S7_L001_R1_001	0.00121362930737	13.5846754847	gnl|BL_ORD_ID|5815 Tbb1125VSG-5428 : N-terminus partial : 933nt : contig PacBio-317	92.5139664804	88.7459807074	933	895
